"Code","CoinName","Algorithm","IsTrading","ProofType","TotalCoinsMined","TotalCoinSupply"
"MNZ","Monaize","Equihash",1,"PoW/DPoW",0,257142857
"AVE","Avesta","Avesta hash",0,"PoW",0,200000000
"XSB","Extreme Sportsbook","X11",0,"PoS",0,3000000
"SCRM","Scorum","DPoS",1,"DPoS",0,20000000
"LWF","Local World Forwarders","DPoS",1,"DPoS",0,100000000
"ILT","iOlite","Ethash",1,"PoW",0,1000000000
"ADM","Adamant","DPoS",1,"DPoS",0,200000000
"UPX","uPlexa","CryptoNight",1,"PoW",0,10500000000
"TCH","TigerCash","SHA-256",1,"PoS",1000000000,1000000000
"LAX","LAPO","Lyra2Z",0,"PoW/PoS",11086825523.3769,100000000000
"TIP","Tip Blockchain","DPoS",1,"PoS",0,1000000000
"DTEP","DECOIN","X11",1,"PoS",0,140000000
"WAVES","Waves","Leased POS",1,"LPoS",100000000,100000000
"PART","Particl","PoS",1,"PoS",9283137.5558676,8634140
"SLX","Slate","Slatechain",1,"PoW",0,950000000
"SHARD","ShardCoin","Scrypt",0,"PoS",24924986.0946492,900000000
"BTT","BitTorrent","TRC10",1,"DPoS",989988713439.649,990000000000
"CHI","XAYA","NeoScrypt",1,"PoW",0,77303932
"ZILLA","ChainZilla","Equihash",0,"DPoW",11000068.2715789,11000000
"NXT","Nxt","PoS",1,"PoS/LPoS",1000000000,1000000000
"ZEPH","ZEPHYR","SHA-256",1,"DPoS",1999999995.3056,2000000000
"XQN","Quotient","Scrypt",1,"PoW/PoS",0,0
"NETC","NetworkCoin","X13",1,"PoW/PoS",0,400000
"VPRC","VapersCoin","Scrypt",1,"PoW",0,42750000000
"GAP","Gapcoin","Scrypt",1,"PoW/PoS",14931046.1546605,250000000
"SERO","Super Zero","Ethash",1,"PoW",0,1000000000
"UOS","UOS","SHA-256",1,"DPoI",0,1000000000
"BDX","Beldex","CryptoNight",1,"PoW",980222595,1400222610
"ZEN","Horizen","Equihash",1,"PoW",7296537.5,21000000
"XBC","BitcoinPlus","Scrypt",1,"PoS",128326.99633965,1000000
"DVTC","DivotyCoin","Scrypt",0,"PoW/PoS",21491213.4644496,100000000
"GIOT","Giotto Coin","Scrypt",0,"PoW/PoS",0,233100000
"OPSC","OpenSourceCoin","SHA-256",0,"PoW/PoS",0,21000000
"PUNK","SteamPunk","PoS",0,"PoS",0,40000000
